,Nombre,diagnostico,Id_Estado_Activo,time
986,S5-Ventilador 78 M1," Motor: Activo en buen estado. 
 Ventilador: Se detectan síntomas de una posible degradación incipiente del rodamiento lado opuesto polea. Existe un aumento de las amplitudes.",2.0,2019-06-17
1005,S5-Ventilador Extracción 61 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-06-17
632,S3-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Existe un aumento de las amplitudes en los indicadores de degradación de rodamientos.",2.0,2019-06-17
378,S2-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Se mantiene los niveles de vibración por encima de la normalidad.",1.0,2019-06-17
1124,S6-Ventilador 77 M1," Motor: Activo en buen estado.
 Ventilador: Se mantiene los niveles de vibración por encima de la normalidad.",1.0,2019-06-17
1055,S6-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-06-17
789,S4-Ventilador 74 M2," Motor: Activo en buen estado.
 Ventilador: Se mantiene los niveles de vibración por encima de la normalidad.",1.0,2019-06-17
651,S3-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación incipiente de los rodamientos del ventilador.  El comportamiento es similar al de la anterior inspección.",2.0,2019-06-17
773,S4-Ventilador 73 M1," Motor: Activo en buen estado.
 Ventilador: Existe un aumento significativo en los indicadores de degradación de rodamientos.",3.0,2019-06-17
973,S5-Ventilador 76 M2," Motor: Activo en buen estado.
 Ventilador: Se mantiene los niveles de vibración por encima de la normalidad.",1.0,2019-06-17
344,S2-Ventilador M23," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-07-15
98,S1-Ventilador M21," Motor: Activo en buen estado. Se detectan síntomas de holguras en el rodamiento lado libre del motor.
 Ventilador: Activo en buen estado. ",1.0,2019-07-15
226,S1-Ventilador Extracción M40," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
351,S2-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones.",1.0,2019-07-15
218,S1-Ventilador M42," Motor: Activo en buen estado. 
 Ventilador: Se mantienen las amplitudes de las medidas en aceleración asociadas a una degradación de rodamientos.",1.0,2019-07-15
359,S2-Ventilador M26," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación incipiente del rodamiento lado polea. Sin cambios significativos.",2.0,2019-07-15
212,S1-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
204,S1-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
365,S2-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de la pasada inspección.",1.0,2019-07-15
193,S1-Ventilador M38," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-07-15
186,S1-Ventilador M36," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
168,S1-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de la pasada inspección.",1.0,2019-07-15
176,S1-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Se detectan síntomas de una degradación significativa de rodamientos.",3.0,2019-07-15
53,S1-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
81,S1-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
371,S2-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2019-07-15
74,S1-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
112,S1-Ventilador M24," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos, especialmente en el lado opuesto a polea.",2.0,2019-07-15
105,S1-Ventilador M23," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
235,S1-Ventilador Extracción M37, Ventilador:Existen indicios de una posible degradación de los rodamientos del ventilador.,2.0,2019-07-15
292,S2-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
280,S2-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
67,S1-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
274,S2-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
159,S1-Ventilador M32,"  Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos, existe un aumento de las amplitudes.",3.0,2019-07-15
298,S2-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
268,S2-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
262,S2-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
304,S2-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
89,S1-Ventilador M20," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2019-07-15
256,S2-Ventilador M2, Ventilador: se detectan síntomas de una posible degradación mecánica de rodamientos.,3.0,2019-07-15
311,S2-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
249,S1-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
317,S2-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
242,S1-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
60,S1-Ventilador M14," Motor: Se detectan síntomas de una posible degradación del rodamiento lado opuesto a polea. No se descarta que exista un roce entre ventilador y carcasa del motor.
 Ventilador: Activo en buen estado.",3.0,2019-07-15
323,S2-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
329,S2-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2019-07-15
286,S2-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
336,S2-Ventilador M21," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2019-07-15
410,S2-Ventilador M36," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones.",1.0,2019-07-15
489,S3-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
386,S2-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
667,S3-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
482,S3-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2019-07-15
496,S3-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
379,S2-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Se mantiene los niveles de vibración por encima de la normalidad.",1.0,2019-07-15
503,S3-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
510,S3-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos del ventilador.",2.0,2019-07-15
652,S3-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
518,S3-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
31,S1-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
525,S3-Ventilador M14," Motor: Se detectan síntomas de una posible degradación del rodamiento lado polea.
 Ventilador: Activo en buen estado.",2.0,2019-07-15
533,S3-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
641,S3-Ventilador M36," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación del rodamiento opuesto a polea.",2.0,2019-07-15
17,S1-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
540,S3-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
131,S1-Ventilador M27," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los indicios de una posible degradación de rodamientos. Existe una un aumento de la amplitud de los indicadores.",3.0,2019-07-15
633,S3-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: No se detecta un aumento de las amplitudes en los indicadores de degradación de rodamientos.",2.0,2019-07-15
139,S1-Ventilador M29," Motor: Se detectan síntomas de holguras en el lado libre del motor.
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones.",2.0,2019-07-15
547,S3-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2019-07-15
554,S3-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
624,S3-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2019-07-15
562,S3-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
3,S1-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
570,S3-Ventilador M23," Motor: Se detectan síntomas de una posible degradación del rodamiento lado libre.
 Ventilador: Activo en buen estado. ",3.0,2019-07-15
616,S3-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
24,S1-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
578,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,2019-07-15
609,S3-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
586,S3-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-07-15
593,S3-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2019-07-15
476,S3-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
38,S1-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación del rodamiento lado polea.",2.0,2019-07-15
660,S3-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2019-07-15
429,S2-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
697,S3-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
46,S1-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
422,S2-Ventilador M39," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-07-15
674,S3-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
149,S1-Ventilador M30," Motor: Activo en buen estado. 
 Ventilador: Se mantienen las amplitudes de las medidas en aceleración asociadas a una degradación de rodamientos.",2.0,2019-07-15
10,S1-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
704,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
436,S2-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2019-07-15
602,S3-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
689,S3-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
121,S1-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2019-07-15
443,S2-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-07-15
403,S2-Ventilador M35, Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos.,2.0,2019-07-15
416,S2-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
682,S3-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2019-07-15
469,S3-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
462,S2-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
455,S2-Ventilador Extracción M19," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-07-15
394,S2-Ventilador M33," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2019-07-15
449,S2-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-07-15
938,S5-Ventilador 73 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.Niveles de vibración por encima de la normalidad posiblemente asociados a unas amplificación estructural.",1.0,2019-10-16
872,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
928,S5-Ventilador 72 M1, Ventilador: Se detecta un aumento de las medidas en mm/s posiblemente asociadas a las condiciones de RPM. Las medidas en aceleración apuntan a un progreso en la degradación detectada en anteriores inspecciones.,2.0,2019-10-16
864,S4-Ventilador Extracción 60 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
922,S5-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
987,S5-Ventilador 78 M1," Motor: Activo en buen estado. 
 Ventilador: Se detectan síntomas de una posible degradación incipiente de rodamientos. ",2.0,2019-10-16
814,S4-Ventilador 77 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones de amplificación estructural.",1.0,2019-10-16
868,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
978,S5-Ventilador 77 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
974,S5-Ventilador 76 M2," Motor: Activo en buen estado.
 Ventilador: Se mantiene los niveles de vibración por encima de la normalidad posiblemente asociados a una condición de amplificación estructural.",1.0,2019-10-16
982,S5-Ventilador 77 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
838,S4-Ventilador 79 M2," Motor: Activo en buen estado.
 Ventilador: Degradación incipiente de las condiciones mecánicas del rodamiento. ",2.0,2019-10-16
880,S5-Ventilador 67 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
876,S5-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
903,S5-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detecta una mejoría en el comportamiento",1.0,2019-10-16
846,S4-Ventilador Extracción 63 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
830,S4-Ventilador 78 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
999,S5-Ventilador Extracción 62 M1," Motor: Activo en buen estado. 
 Ventilador: Se detectan síntomas de una degradación mecánica incipiente de rodamientos. ",1.0,2019-10-16
854,S4-Ventilador Extracción 62 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.  ",1.0,2019-10-16
954,S5-Ventilador 74 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Niveles de vibración por encima de la normalidad posiblemente asociados a unas amplificación estructural.",1.0,2019-10-16
908,S5-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Se detecta un leve ascenso en los síntomas de degradación de rodamientos.",2.0,2019-10-16
899,S5-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
947,S5-Ventilador 73 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantienen los niveles por encima de la normalidad posiblemente asociados a una condición de amplificación estructural.",1.0,2019-10-16
1006,S5-Ventilador Extracción 61 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
824,S4-Ventilador 78 M1," Motor: Activo en buen estado.
 Ventilador: Degradación de las condiciones mecánicas en un estado inicial. ",2.0,2019-10-16
959,S5-Ventilador 75 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
892,S5-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos, especialmente en el lado opuesto a polea.",2.0,2019-10-16
915,S5-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos, especialmente en el lado polea.",2.0,2019-10-16
888,S5-Ventilador 68 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
834,S4-Ventilador 79 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
964,S5-Ventilador 75 M2, Conjunto: Se mantiene el comportamiento de la pasada inspección.Se mantienen los niveles por encima de la normalidad posiblemente asociados a una condición de amplificación estructural.,1.0,2019-10-16
859,S4-Ventilador Extracción 61 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
942,S5-Ventilador 74 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
884,S5-Ventilador 68 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
818,S4-Ventilador 77 M2," Motor: Activo en buen estado. 
 Ventilador: Ventilador: El comportamiento se mantiene estable respecto a anteriores inspecciones. Es posible que el estado del rodete esté influyendo en el comportamiento.",1.0,2019-10-16
968,S5-Ventilador 76 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
992,S5-Ventilador Extracción 63 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
1162,S6-Ventilador Extracción 60 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1078,S6-Ventilador 72 M1," Motor: Activo en buen estado
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1011,S5-Ventilador Extracción 60 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
1015,S5-Ventilador 78 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
1150,S6-Ventilador Extracción 63 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1019,S5-Ventilador 79 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
1023,S5-Ventilador 79 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
1027,S6-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1146,S6-Ventilador 79 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1031,S6-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1142,S6-Ventilador 79 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1035,S6-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1039,S6-Ventilador 67 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1043,S6-Ventilador 68 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1134,S6-Ventilador 78 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1047,S6-Ventilador 68 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1154,S6-Ventilador Extracción 62 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
1051,S6-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1129,S6-Ventilador 77 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1060,S6-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1125,S6-Ventilador 77 M1," Motor: Activo en buen estado.
 Ventilador: Se mantiene los niveles de vibración por encima de la normalidad.",1.0,2019-10-16
1064,S6-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1068,S6-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1072,S6-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1119,S6-Ventilador 76 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1115,S6-Ventilador 76 M1," Motor: Activo en buen estado.
 Ventilador: Se mantiene los niveles de vibración por encima de la normalidad.",1.0,2019-10-16
1082,S6-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1111,S6-Ventilador 75 M2," Motor: Activo en buen estado.
 Ventilador: Se mantiene los niveles de vibración por encima de la normalidad.",1.0,2019-10-16
1087,S6-Ventilador 73 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1105,S6-Ventilador 75 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1092,S6-Ventilador 73 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1101,S6-Ventilador 74 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1056,S6-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
711,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1138,S6-Ventilador 78 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
717,S4-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
750,S4-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
754,S4-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
758,S4-Ventilador 71 M2,"  Motor: Se detectan síntomas de una degradación avanzada de rodamientos.
  Ventilador: Activo en buen estado.",3.0,2019-10-16
1158,S6-Ventilador Extracción 61 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
765,S4-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
769,S4-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
712,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
774,S4-Ventilador 73 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
778,S4-Ventilador 73 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
783,S4-Ventilador 74 M1," Motor: Activo en buen estado. 
 Ventilador: El comportamiento se mantiene estable respecto a anteriores inspecciones. Es posible que el estado del rodete esté influyendo en el comportamiento.",1.0,2019-10-16
790,S4-Ventilador 74 M2," Motor: Activo en buen estado.
 Ventilador: Se mantiene los niveles de vibración por encima de la normalidad.",1.0,2019-10-16
794,S4-Ventilador 75 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
798,S4-Ventilador 75 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
802,S4-Ventilador 76 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de los rodamientos del ventilador.",2.0,2019-10-16
808,S4-Ventilador 76 M2," Motor: Activo en buen estado.
 Ventilador: Degradación incipiente en el rodamiento lado polea.",2.0,2019-10-16
746,S4-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
742,S4-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
1097,S6-Ventilador 74 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
734,S4-Ventilador 68 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
730,S4-Ventilador 68 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
722,S4-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
738,S4-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
718,S4-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-10-16
726,S4-Ventilador 67 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2019-10-16
160,S1-Ventilador M32,"  Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos, existe un aumento de las amplitudes.",3.0,2019-12-03
511,S3-Ventilador M11," Motor: Se detectan síntomas de una posible degradación del rodamiento lado polea.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos del ventilador.",2.0,2019-12-03
893,S5-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos, especialmente en el lado opuesto a polea.",2.0,2019-12-03
839,S4-Ventilador 79 M2," Motor: Activo en buen estado.
 Ventilador: Existe una mejoría en el comportamiento, pero se detectan componentes en alta frecuencia que podrían estar asociadas al rodamiento.",1.0,2019-12-03
39,S1-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Se mantienen los síntomas de una posible degradación del rodamiento lado opuesto a polea.",2.0,2019-12-03
809,S4-Ventilador 76 M2," Motor: Activo en buen estado.
 Ventilador: Se mantienen los síntomas de una posible degradación incipiente en el rodamiento lado polea.",2.0,2019-12-03
909,S5-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Se mantienen los síntomas de una posible degradación de los rodamientos de la cañonera.",2.0,2019-12-03
113,S1-Ventilador M24," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-12-03
437,S2-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Se detecta una mejoría en el comportamiento.",1.0,2019-12-03
